gid,geometry
다사493467,"POLYGON ((126.92626250655992 37.51910062349028, 126.92739408689651 37.51910611498769, 126.92740097436061 37.51820479630111, 126.92626940763317 37.51819930498141, 126.92626250655992 37.51910062349028))"
다사464457,"POLYGON ((126.89351975567938 37.50992351619679, 126.8946511907953 37.5099293201865, 126.89465846967579 37.509028005405135, 126.8935270481625 37.509022201603266, 126.89351975567938 37.50992351619679))"
다사465457,"POLYGON ((126.8946511907953 37.5099293201865, 126.89578262623547 37.50993511333947, 126.89578989151327 37.5090337983706, 126.89465846967579 37.509028005405135, 126.8946511907953 37.5099293201865))"
다사465456,"POLYGON ((126.89465846967579 37.509028005405135, 126.89578989151327 37.5090337983706, 126.89579715646748 37.50813248326266, 126.89466574823207 37.50812669048468, 126.89465846967579 37.509028005405135))"
다사465458,"POLYGON ((126.89464391159062 37.510830634828785, 126.89577536063405 37.510836428169256, 126.89578262623547 37.50993511333947, 126.8946511907953 37.5099293201865, 126.89464391159062 37.510830634828785))"
다사456466,"POLYGON ((126.88440165992483 37.517988505600464, 126.88553321487527 37.51799439799976, 126.88554060553872 37.51709308598307, 126.88440906419629 37.517087193774465, 126.88440165992483 37.517988505600464))"
다사456465,"POLYGON ((126.88440906419629 37.517087193774465, 126.88554060553872 37.51709308598307, 126.88554799587301 37.516191773827245, 126.88441646813796 37.516185881809335, 126.88440906419629 37.517087193774465))"
다사457466,"POLYGON ((126.88553321487527 37.51799439799976, 126.8866647701549 37.518000279559246, 126.88667214721036 37.51709896735221, 126.88554060553872 37.51709308598307, 126.88553321487527 37.51799439799976))"
다사457465,"POLYGON ((126.88554060553872 37.51709308598307, 126.88667214721036 37.51709896735221, 126.88667952393725 37.51619765500606, 126.88554799587301 37.516191773827245, 126.88554060553872 37.51709308598307))"
다사477454,"POLYGON ((126.90824978329402 37.50729417135319, 126.90938118177085 37.50729983391472, 126.90938828286646 37.50639851630623, 126.90825689799068 37.50639285392798, 126.90824978329402 37.50729417135319))"
다사468456,"POLYGON ((126.89805273615843 37.50904535179236, 126.89918415896491 37.50905111224861, 126.89919138311282 37.50814979658032, 126.89805997390847 37.5081440363105, 126.89805273615843 37.50904535179236))"
다사467455,"POLYGON ((126.89692856502649 37.508138265204614, 126.89805997390847 37.5081440363105, 126.89806721133614 37.50724272068957, 126.89693581605565 37.507236949770466, 126.89692856502649 37.508138265204614))"
다사488452,"POLYGON ((126.92070911369431 37.50555322457615, 126.92184048841533 37.50555876758443, 126.92184743927938 37.504657447705185, 126.92071607815834 37.5046519048763, 126.92070911369431 37.50555322457615))"
다사486452,"POLYGON ((126.91844636518351 37.50554210605397, 126.9195777392835 37.50554767073265, 126.91958471734749 37.504646351212564, 126.91845335684745 37.50464078671399, 126.91844636518351 37.50554210605397))"
다사482462,"POLYGON ((126.91385039400353 37.514532917502706, 126.91498190288647 37.51453852733738, 126.91498893848329 37.51363720992987, 126.9138574432063 37.51363160027674, 126.91385039400353 37.514532917502706))"
다사481463,"POLYGON ((126.91271182231127 37.51542861373442, 126.91384334448676 37.51543423458965, 126.91385039400353 37.514532917502706, 126.91271888543457 37.514527296829385, 126.91271182231127 37.51542861373442))"
다사482463,"POLYGON ((126.91384334448676 37.51543423458965, 126.91497486697628 37.515439844605886, 126.91498190288647 37.51453852733738, 126.91385039400353 37.514532917502706, 126.91384334448676 37.51543423458965))"
다사481461,"POLYGON ((126.9127259482433 37.51362597978532, 126.9138574432063 37.51363160027674, 126.9138644920951 37.51273028291176, 126.91273301073741 37.512724662602224, 126.9127259482433 37.51362597978532))"
다사461490,"POLYGON ((126.88988327033984 37.53964932408429, 126.89101515370564 37.53965516682016, 126.89102248416143 37.53875385719424, 126.88989061441822 37.538748014647396, 126.88988327033984 37.53964932408429))"
다사460491,"POLYGON ((126.88874402927239 37.54054477960847, 126.88987592593426 37.540550633382026, 126.88988327033984 37.53964932408429, 126.88875138730117 37.53964347050013, 126.88874402927239 37.54054477960847))"
다사461491,"POLYGON ((126.88987592593426 37.540550633382026, 126.89100782292331 37.54055647630695, 126.89101515370564 37.53965516682016, 126.88988327033984 37.53964932408429, 126.88987592593426 37.540550633382026))"
다사462490,"POLYGON ((126.89101515370564 37.53965516682016, 126.89214703739802 37.53966099870776, 126.89215435423117 37.53875968889314, 126.89102248416143 37.53875385719424, 126.89101515370564 37.53965516682016))"
다사460490,"POLYGON ((126.88875138730117 37.53964347050013, 126.88988327033984 37.53964932408429, 126.88989061441822 37.538748014647396, 126.88875874500218 37.538742161252635, 126.88875138730117 37.53964347050013))"
다사464470,"POLYGON ((126.89342492383376 37.52164059325511, 126.89455653583937 37.52164639968717, 126.89456381893591 37.520745086713994, 126.89343222054083 37.52073928046984, 126.89342492383376 37.52164059325511))"
다사479442,"POLYGON ((126.91059760966724 37.4964896629687, 126.91172884560324 37.496495301668055, 126.91173591571685 37.495593982025994, 126.91060469337462 37.49558834350915, 126.91059760966724 37.4964896629687))"
다사500471,"POLYGON ((126.93415634907011 37.52274411391354, 126.93528798598457 37.52274953022822, 126.93529477939455 37.521848210863226, 126.93416315609174 37.521842794723824, 126.93415634907011 37.52274411391354))"
다사478464,"POLYGON ((126.90931015341559 37.51631300235299, 126.91044168825252 37.516318655908144, 126.91044877890472 37.51541733950699, 126.90931725767489 37.5154116861348, 126.90931015341559 37.51631300235299))"
다사476461,"POLYGON ((126.90706847815918 37.513597714754, 126.90819997154317 37.51360338943679, 126.90820708845851 37.5127020729848, 126.90707560867975 37.51269639848565, 126.90706847815918 37.513597714754))"
다사476462,"POLYGON ((126.90706134732098 37.514499030883286, 126.90819285431085 37.514504705749744, 126.90819997154317 37.51360338943679, 126.90706847815918 37.513597714754, 126.90706134732098 37.514499030883286))"
다사473445,"POLYGON ((126.90378870297366 37.49915955754606, 126.90491997779226 37.499165261788846, 126.90492713042407 37.49826394366423, 126.90379586920103 37.49825823960608, 126.90378870297366 37.49915955754606))"
다사474445,"POLYGON ((126.90491997779226 37.499165261788846, 126.90605125292942 37.499170955199, 126.90605839196571 37.49826963689011, 126.90492713042407 37.49826394366423, 126.90491997779226 37.499165261788846))"
다사470452,"POLYGON ((126.90034442234942 37.505451597616556, 126.90147579139393 37.50545733565704, 126.90148298705546 37.50455601906071, 126.90035163161066 37.504550281205944, 126.90034442234942 37.505451597616556))"
다사469451,"POLYGON ((126.899220276487 37.50454453251649, 126.90035163161066 37.504550281205944, 126.90035884055082 37.503648964656264, 126.89922749902622 37.50364321615288, 126.899220276487 37.50454453251649))"
다사469452,"POLYGON ((126.89921305362604 37.50544584874103, 126.90034442234942 37.505451597616556, 126.90035163161066 37.504550281205944, 126.899220276487 37.50454453251649, 126.89921305362604 37.50544584874103))"
다사475472,"POLYGON ((126.90585837870267 37.52350649698336, 126.90699002146678 37.5235121845287, 126.90699715548197 37.52261086978989, 126.90586552632978 37.522605182428585, 126.90585837870267 37.52350649698336))"
다사474472,"POLYGON ((126.90472673625696 37.52350079859591, 126.90585837870267 37.52350649698336, 126.90586552632978 37.522605182428585, 126.90473389749594 37.522599484225545, 126.90472673625696 37.52350079859591))"
다사475473,"POLYGON ((126.90585123075718 37.524407811399065, 126.90698288713382 37.52441349912847, 126.90699002146678 37.5235121845287, 126.90585837870267 37.52350649698336, 126.90585123075718 37.524407811399065))"
다사476473,"POLYGON ((126.90698288713382 37.52441349912847, 126.90811454382823 37.52441917601542, 126.90812166454867 37.52351786123194, 126.90699002146678 37.5235121845287, 126.90698288713382 37.52441349912847))"
다사485476,"POLYGON ((126.91714677141853 37.52716814866875, 126.91827847178747 37.52717372851483, 126.91828547092967 37.52627241251087, 126.9171537841752 37.52626683284534, 126.91714677141853 37.52716814866875))"
다사484477,"POLYGON ((126.91600804467782 37.52806387348254, 126.91713975834945 37.52806946435313, 126.91714677141853 37.52716814866875, 126.91601507136197 37.52716255797906, 126.91600804467782 37.52806387348254))"
다사486477,"POLYGON ((126.91827147233349 37.5280750443798, 126.91940318662932 37.528080613562494, 126.9194101724682 37.52717929751733, 126.91827847178747 37.52717372851483, 126.91827147233349 37.5280750443798))"
다사483457,"POLYGON ((126.91501707773696 37.5100319389097, 126.91614851890951 37.51003753699976, 126.91615553933664 37.50913621871602, 126.91502411176704 37.50913062080715, 126.91501707773696 37.5100319389097))"
다사481457,"POLYGON ((126.91275419633243 37.51002071021888, 126.91388563687774 37.51002632998275, 126.91389268451074 37.509125012061716, 126.91276125756836 37.50911939247973, 126.91275419633243 37.51002071021888))"
다사455473,"POLYGON ((126.88321817089563 37.52429177991008, 126.884349820789 37.52429768448659, 126.88435722736948 37.523396373634554, 126.8832255910883 37.52339046924912, 126.88321817089563 37.52429177991008))"
다사470453,"POLYGON ((126.90033721276707 37.506352913888115, 126.9014685954119 37.50635865211433, 126.90147579139393 37.50545733565704, 126.90034442234942 37.505451597616556, 126.90033721276707 37.506352913888115))"
다사488461,"POLYGON ((126.92064641955676 37.51366509562062, 126.92177791670491 37.51367064024373, 126.92178487035596 37.51276932161529, 126.92065338681324 37.512763777171614, 126.92064641955676 37.51366509562062))"
다사488462,"POLYGON ((126.92063945198996 37.51456641393063, 126.92177096274415 37.5145719587332, 126.92177791670491 37.51367064024373, 126.92064641955676 37.51366509562062, 126.92063945198996 37.51456641393063))"
다사486461,"POLYGON ((126.9183834261921 37.51365397385932, 126.91951492271897 37.513659540159146, 126.91952190358086 37.51275822188993, 126.9183904206594 37.512752655770264, 126.9183834261921 37.51365397385932))"
다사470456,"POLYGON ((126.90031558209317 37.50905686186844, 126.90144700554261 37.50906260065184, 126.90145420248624 37.50816128461172, 126.90032279263896 37.50815554601406, 126.90031558209317 37.50905686186844))"
다사467487,"POLYGON ((126.89669636147774 37.53698028566012, 126.89782820592741 37.536986062745335, 126.89783545367852 37.53608475157522, 126.89670362284974 37.53607897467692, 126.89669636147774 37.53698028566012))"
다사469439,"POLYGON ((126.89930692572948 37.49372872697559, 126.90043811770393 37.49373447343259, 126.90044532279202 37.492833155214356, 126.8993141444094 37.492827408943356, 126.89930692572948 37.49372872697559))"
다사465463,"POLYGON ((126.89460751070324 37.515337205953905, 126.89573902777214 37.515343000231915, 126.89574629499188 37.51444168609755, 126.89461479152926 37.51443589200707, 126.89460751070324 37.515337205953905))"
다사487478,"POLYGON ((126.91939620047927 37.52898192946863, 126.92052792870201 37.52898748798725, 126.92053490123634 37.528086171901236, 126.91940318662932 37.528080613562494, 126.91939620047927 37.52898192946863))"
다사488477,"POLYGON ((126.92053490123634 37.528086171901236, 126.92166661615394 37.528091719396, 126.92167357476254 37.52719040299146, 126.92054187346008 37.527184855676204, 126.92053490123634 37.528086171901236))"
다사472484,"POLYGON ((126.9023771657897 37.53430512645299, 126.90350897098655 37.534310848746166, 126.90351614967362 37.53340953622945, 126.90238435809593 37.53340381412143, 126.9023771657897 37.53430512645299))"
다사473483,"POLYGON ((126.90351614967362 37.53340953622945, 126.90464794157107 37.533415247491526, 126.90465510631984 37.53251393465093, 126.90352332804092 37.532508223573636, 126.90351614967362 37.53340953622945))"
다사473484,"POLYGON ((126.90350897098655 37.534310848746166, 126.90464077650316 37.53431656019306, 126.90464794157107 37.533415247491526, 126.90351614967362 37.53340953622945, 126.90350897098655 37.534310848746166))"
다사471484,"POLYGON ((126.90124536091325 37.534299393313546, 126.9023771657897 37.53430512645299, 126.90238435809593 37.53340381412143, 126.90125256683862 37.53339808116749, 126.90124536091325 37.534299393313546))"
다사468443,"POLYGON ((126.89814680176808 37.49732823968111, 126.89927804779434 37.49733399771406, 126.89928526776046 37.496432680238016, 126.89815403532843 37.49642692239144, 126.89814680176808 37.49732823968111))"
다사467443,"POLYGON ((126.897015556064 37.49732247081631, 126.89814680176808 37.49732823968111, 126.89815403532843 37.49642692239144, 126.89702280321858 37.496421153713364, 126.897015556064 37.49732247081631))"
다사477448,"POLYGON ((126.90829246672091 37.50188626471654, 126.90942378360062 37.50189192617852, 126.90943088279873 37.500990607735915, 126.90829957951644 37.500984946457194, 126.90829246672091 37.50188626471654))"
다사459496,"POLYGON ((126.88757526975246 37.545045457491945, 126.88870723421164 37.54505132306293, 126.88871459387943 37.544150014650334, 126.88758264304649 37.54414414926913, 126.88757526975246 37.545045457491945))"
다사475436,"POLYGON ((126.90611549281049 37.49105908541412, 126.90724664592744 37.491064766336436, 126.90725376851243 37.490163446592454, 126.9061226289856 37.49015776585404, 126.90611549281049 37.49105908541412))"
다사473477,"POLYGON ((126.90355921508151 37.52800165820843, 126.90469092527675 37.528007368361784, 126.90469808811088 37.52710605468674, 126.90356639153056 37.527100344718164, 126.90355921508151 37.52800165820843))"
다사473479,"POLYGON ((126.90354486122443 37.529804284771735, 126.90467659865129 37.52980999529465, 126.90468376212355 37.52890868189775, 126.9035520383128 37.528902971559624, 126.90354486122443 37.529804284771735))"
다사473478,"POLYGON ((126.9035520383128 37.528902971559624, 126.90468376212355 37.52890868189775, 126.90469092527675 37.528007368361784, 126.90355921508151 37.52800165820843, 126.9035520383128 37.528902971559624))"
다사469453,"POLYGON ((126.89920583044339 37.50634716482652, 126.90033721276707 37.506352913888115, 126.90034442234942 37.505451597616556, 126.89921305362604 37.50544584874103, 126.89920583044339 37.50634716482652))"
다사478474,"POLYGON ((126.90923909341537 37.52532615688768, 126.91037076435673 37.525331812272675, 126.91037785816803 37.5244304972619, 126.90924620083983 37.52442484205991, 126.90923909341537 37.52532615688768))"
다사477473,"POLYGON ((126.90811454382823 37.52441917601542, 126.90924620083983 37.52442484205991, 126.90925330794774 37.52352352709307, 126.90812166454867 37.52351786123194, 126.90811454382823 37.52441917601542))"
다사477474,"POLYGON ((126.90810742279062 37.52532049065982, 126.90923909341537 37.52532615688768, 126.90924620083983 37.52442484205991, 126.90811454382823 37.52441917601542, 126.90810742279062 37.52532049065982))"
다사479474,"POLYGON ((126.91037076435673 37.525331812272675, 126.9115024356141 37.52533745681485, 126.91150951581221 37.52443614162143, 126.91037785816803 37.5244304972619, 126.91037076435673 37.525331812272675))"
다사478475,"POLYGON ((126.90923198567431 37.52622747157639, 126.91036367022944 37.52623312714442, 126.91037076435673 37.525331812272675, 126.90923909341537 37.52532615688768, 126.90923198567431 37.52622747157639))"
다사477475,"POLYGON ((126.90810030143578 37.52622180516519, 126.90923198567431 37.52622747157639, 126.90923909341537 37.52532615688768, 126.90810742279062 37.52532049065982, 126.90810030143578 37.52622180516519))"
다사479475,"POLYGON ((126.91036367022944 37.52623312714442, 126.91149535510058 37.52623877186925, 126.9115024356141 37.52533745681485, 126.91037076435673 37.525331812272675, 126.91036367022944 37.52623312714442))"
다사463493,"POLYGON ((126.89212508494285 37.5423649273168, 126.89325700983275 37.542370748921144, 126.89326431401929 37.54146943933557, 126.89213240275387 37.54146361791958, 126.89212508494285 37.5423649273168))"
다사458470,"POLYGON ((126.88663525864685 37.52160552699605, 126.8877668686932 37.52161139847569, 126.88777423345273 37.520710086635184, 126.8866426370168 37.520704215345546, 126.88663525864685 37.52160552699605))"
다사489462,"POLYGON ((126.92177096274415 37.5145719587332, 126.9229024738081 37.514577492697036, 126.92290941416282 37.51367617402848, 126.92177791670491 37.51367064024373, 126.92177096274415 37.5145719587332))"
다사489461,"POLYGON ((126.92177791670491 37.51367064024373, 126.92290941416282 37.51367617402848, 126.9229163542084 37.51277485522095, 126.92178487035596 37.51276932161529, 126.92177791670491 37.51367064024373))"
다사487448,"POLYGON ((126.9196056496747 37.501942391818396, 126.92073696968924 37.50194794494289, 126.92074393291257 37.501046624687135, 126.91961262649555 37.50104107174237, 126.9196056496747 37.501942391818396))"
다사487447,"POLYGON ((126.91961262649555 37.50104107174237, 126.92074393291257 37.501046624687135, 126.92075089582572 37.50014530429242, 126.91961960300567 37.50013975152738, 126.91961262649555 37.50104107174237))"
다사466479,"POLYGON ((126.89562270822196 37.529764007465, 126.89675444339817 37.52976979389943, 126.896761702183 37.52886848180338, 126.89562998062283 37.52886269555618, 126.89562270822196 37.529764007465))"
다사465479,"POLYGON ((126.89449097336968 37.5297582101861, 126.89562270822196 37.529764007465, 126.89562998062283 37.52886269555618, 126.89449825938657 37.528856898464866, 126.89449097336968 37.5297582101861))"
다사483445,"POLYGON ((126.91510146542335 37.49921611250497, 126.9162327434006 37.499221708421146, 126.91623976007635 37.49832038846948, 126.91510849569481 37.49831479273442, 126.91510146542335 37.49921611250497))"
다사466456,"POLYGON ((126.89578989151327 37.5090337983706, 126.89692131367438 37.50903958049969, 126.89692856502649 37.508138265204614, 126.89579715646748 37.50813248326266, 126.89578989151327 37.5090337983706))"
다사468486,"POLYGON ((126.89783545367852 37.53608475157522, 126.89896728483018 37.53609051762657, 126.89897451863817 37.53518920613077, 126.89784270110682 37.535183440265975, 126.89783545367852 37.53608475157522))"
다사467485,"POLYGON ((126.89671088389832 37.5351776635546, 126.89784270110682 37.535183440265975, 126.8978499482123 37.53428212881763, 126.89671814462345 37.53427635229317, 126.89671088389832 37.5351776635546))"
다사468487,"POLYGON ((126.89782820592741 37.536986062745335, 126.89896005069996 37.53699182898327, 126.89896728483018 37.53609051762657, 126.89783545367852 37.53608475157522, 126.89782820592741 37.536986062745335))"
다사469485,"POLYGON ((126.89897451863817 37.53518920613077, 126.90010633649173 37.535194961148946, 126.9001135563578 37.53429364932783, 126.89898175212394 37.534287894495854, 126.89897451863817 37.53518920613077))"
다사469486,"POLYGON ((126.89896728483018 37.53609051762657, 126.90009911630406 37.53609627283096, 126.90010633649173 37.535194961148946, 126.89897451863817 37.53518920613077, 126.89896728483018 37.53609051762657))"
다사469487,"POLYGON ((126.89896005069996 37.53699182898327, 126.90009189579473 37.53699758437389, 126.90009911630406 37.53609627283096, 126.89896728483018 37.53609051762657, 126.89896005069996 37.53699182898327))"
다사467486,"POLYGON ((126.89670362284974 37.53607897467692, 126.89783545367852 37.53608475157522, 126.89784270110682 37.535183440265975, 126.89671088389832 37.5351776635546, 126.89670362284974 37.53607897467692))"
다사465475,"POLYGON ((126.89452011549001 37.526152962466526, 126.89565179588188 37.5261587589951, 126.8956590669871 37.52525744652986, 126.89452740020882 37.52525165018887, 126.89452011549001 37.526152962466526))"
다사464475,"POLYGON ((126.89338843542265 37.526147155094904, 126.89452011549001 37.526152962466526, 126.89452740020882 37.52525165018887, 126.89339573375499 37.52524584300516, 126.89338843542265 37.526147155094904))"
다사464445,"POLYGON ((126.8936072440428 37.499107731894924, 126.89473851596686 37.49911353363081, 126.89474579095787 37.498212217180516, 126.89361453262921 37.49820641563241, 126.8936072440428 37.499107731894924))"
다사464444,"POLYGON ((126.89361453262921 37.49820641563241, 126.89474579095787 37.498212217180516, 126.89475306562485 37.49731090059116, 126.893621820891 37.497305099230836, 126.89361453262921 37.49820641563241))"
다사464446,"POLYGON ((126.89359995513176 37.50000904801834, 126.89473124065178 37.50001484994204, 126.89473851596686 37.49911353363081, 126.8936072440428 37.499107731894924, 126.89359995513176 37.50000904801834))"
다사483466,"POLYGON ((126.91495375736517 37.518143795577316, 126.91608532099146 37.51814939529817, 126.91609234423353 37.51724807826549, 126.91496079421563 37.51724247872585, 126.91495375736517 37.518143795577316))"
다사482466,"POLYGON ((126.91382219405233 37.51813818501639, 126.91495375736517 37.518143795577316, 126.91496079421563 37.51724247872585, 126.91382924451119 37.517236868346494, 126.91382219405233 37.51813818501639))"
다사482467,"POLYGON ((126.91381514327945 37.51903950154726, 126.91494672020124 37.51904511228976, 126.91495375736517 37.518143795577316, 126.91382219405233 37.51813818501639, 126.91381514327945 37.51903950154726))"
다사482465,"POLYGON ((126.91382924451119 37.517236868346494, 126.91496079421563 37.51724247872585, 126.91496783075266 37.516341161735376, 126.913836294656 37.51633555153759, 126.91382924451119 37.517236868346494))"
다사484467,"POLYGON ((126.91607829743653 37.519050712191834, 126.91720987498466 37.519056301253485, 126.91721688493057 37.518154984178956, 126.91608532099146 37.51814939529817, 126.91607829743653 37.519050712191834))"
다사485459,"POLYGON ((126.91726594581003 37.51184576076502, 126.91839741481516 37.511851337542204, 126.91840440865938 37.51095001917514, 126.91727295325846 37.510944442578456, 126.91726594581003 37.51184576076502))"
다사486459,"POLYGON ((126.91839741481516 37.511851337542204, 126.9195288841318 37.51185690348174, 126.91953586437185 37.51095558493455, 126.91840440865938 37.51095001917514, 126.91839741481516 37.511851337542204))"
다사461478,"POLYGON ((126.88997137769306 37.52883360165867, 126.89110309762751 37.52883944212634, 126.89111042416593 37.52793813083087, 126.88997871784683 37.52793229055219, 126.88997137769306 37.52883360165867))"
다사504467,"POLYGON ((126.93870990703611 37.519160433731884, 126.93984149071409 37.51916580598311, 126.93984822847662 37.51826448536482, 126.93871665840793 37.51825911328744, 126.93870990703611 37.519160433731884))"
다사504468,"POLYGON ((126.93870315536354 37.520061754037386, 126.93983475265145 37.520067126462465, 126.93984149071409 37.51916580598311, 126.93870990703611 37.519160433731884, 126.93870315536354 37.520061754037386))"
다사504466,"POLYGON ((126.93871665840793 37.51825911328744, 126.93984822847662 37.51826448536482, 126.93985496593906 37.51736316460761, 126.93872340947907 37.51735779270409, 126.93871665840793 37.51825911328744))"
다사505467,"POLYGON ((126.93984149071409 37.51916580598311, 126.94097307469222 37.51917116739372, 126.94097979884543 37.51826984660193, 126.93984822847662 37.51826448536482, 126.93984149071409 37.51916580598311))"
다사468488,"POLYGON ((126.89782095785341 37.53788737377636, 126.89895281624744 37.537893140200865, 126.89896005069996 37.53699182898327, 126.89782820592741 37.536986062745335, 126.89782095785341 37.53788737377636))"
다사475438,"POLYGON ((126.9061012195067 37.49286172411723, 126.90723239980566 37.49286740540733, 126.90723952302518 37.491966085941385, 126.90610835631752 37.4919604048352, 126.9061012195067 37.49286172411723))"
다사476438,"POLYGON ((126.90723239980566 37.49286740540733, 126.90836358042192 37.49287307586725, 126.9083706900501 37.491971756217765, 126.90723952302518 37.491966085941385, 126.90723239980566 37.49286740540733))"
다사466469,"POLYGON ((126.89569541765538 37.520750882117206, 126.89682701669867 37.52075666667946, 126.8968342722509 37.51985535319244, 126.89570268681757 37.51984956881739, 126.89569541765538 37.520750882117206))"
다사466470,"POLYGON ((126.89568814816938 37.52165219527793, 126.89681976082322 37.521657980027385, 126.89682701669867 37.52075666667946, 126.89569541765538 37.520750882117206, 126.89568814816938 37.52165219527793))"
다사465470,"POLYGON ((126.89455653583937 37.52164639968717, 126.89568814816938 37.52165219527793, 126.89569541765538 37.520750882117206, 126.89456381893591 37.520745086713994, 126.89455653583937 37.52164639968717))"
다사464488,"POLYGON ((126.893293527512 37.53786419960201, 126.89442538461093 37.53787000941704, 126.89443267354936 37.53696869894784, 126.8933008300719 37.536962889320804, 126.893293527512 37.53786419960201))"
다사466443,"POLYGON ((126.89588431068272 37.49731669111966, 126.897015556064 37.49732247081631, 126.89702280321858 37.496421153713364, 126.89589157143152 37.49641537420379, 126.89588431068272 37.49731669111966))"
다사465443,"POLYGON ((126.89475306562485 37.49731090059116, 126.89588431068272 37.49731669111966, 126.89589157143152 37.49641537420379, 126.89476033996785 37.49640958386273, 126.89475306562485 37.49731090059116))"
다사473463,"POLYGON ((126.90365965628439 37.515383256689574, 126.90479117592598 37.51538896425649, 126.9047983342947 37.51448764863461, 126.90366682825953 37.514481941252406, 126.90365965628439 37.515383256689574))"
다사472471,"POLYGON ((126.90247064078586 37.52258805529426, 126.90360226898113 37.522593775180766, 126.90360944351241 37.52169246085609, 126.90247782892841 37.52168674115468, 126.90247064078586 37.52258805529426))"
다사473472,"POLYGON ((126.90359509413022 37.5234950893664, 126.90472673625696 37.52350079859591, 126.90473389749594 37.522599484225545, 126.90360226898113 37.522593775180766, 126.90359509413022 37.5234950893664))"
다사472470,"POLYGON ((126.90247782892841 37.52168674115468, 126.90360944351241 37.52169246085609, 126.90361661772414 37.520791146392334, 126.90248501675082 37.52078542687604, 126.90247782892841 37.52168674115468))"
다사470484,"POLYGON ((126.9001135563578 37.53429364932783, 126.90124536091325 37.534299393313546, 126.90125256683862 37.53339808116749, 126.90012077590225 37.53339233736762, 126.9001135563578 37.53429364932783))"
다사470485,"POLYGON ((126.90010633649173 37.535194961148946, 126.90123815466691 37.535200705320534, 126.90124536091325 37.534299393313546, 126.9001135563578 37.53429364932783, 126.90010633649173 37.535194961148946))"
다사481458,"POLYGON ((126.91274713478198 37.510922027819014, 126.9138785889308 37.51092764776475, 126.91388563687774 37.51002632998275, 126.91275419633243 37.51002071021888, 126.91274713478198 37.510922027819014))"
다사502467,"POLYGON ((126.93644674058291 37.51914965670762, 126.93757832365883 37.519155050640045, 126.93758508863996 37.51825373036982, 126.9364535191733 37.51824833661195, 126.93644674058291 37.51914965670762))"
다사468462,"POLYGON ((126.89800930288756 37.51445324176302, 126.89914080731941 37.514459003337976, 126.89914803339825 37.51355768850408, 126.89801654257217 37.51355192711559, 126.89800930288756 37.51445324176302))"
다사467462,"POLYGON ((126.89687779877818 37.51444746934954, 126.89800930288756 37.51445324176302, 126.89801654257217 37.51355192711559, 126.8968850520685 37.51354615488893, 126.89687779877818 37.51444746934954))"
다사467461,"POLYGON ((126.8968850520685 37.51354615488893, 126.89801654257217 37.51355192711559, 126.89802378193427 37.51265061232908, 126.89689230503575 37.512644840289234, 126.8968850520685 37.51354615488893))"
다사460465,"POLYGON ((126.88893523153877 37.51711069757206, 126.89006677419434 37.517116546422734, 126.89007411009892 37.516215233507694, 126.88894258105081 37.516209384846285, 126.88893523153877 37.51711069757206))"
다사461465,"POLYGON ((126.89006677419434 37.517116546422734, 126.89119831717667 37.51712238443391, 126.8912056394738 37.516221071329944, 126.89007411009892 37.516215233507694, 126.89006677419434 37.517116546422734))"
다사466477,"POLYGON ((126.89563725269977 37.527961383508256, 126.89676896064452 37.52796716956822, 126.89677621878275 37.52706585719396, 126.89564452445278 37.527060071321216, 126.89563725269977 37.527961383508256))"
다사467453,"POLYGON ((126.89694306676182 37.506335634197235, 126.89807444844143 37.50634140492956, 126.89808168522438 37.50544008903049, 126.89695031714506 37.505434318484944, 126.89694306676182 37.506335634197235))"
다사466453,"POLYGON ((126.89581168540518 37.506329852629555, 126.89694306676182 37.506335634197235, 126.89695031714506 37.505434318484944, 126.89581894938867 37.50542853710438, 126.89581168540518 37.506329852629555))"
다사468454,"POLYGON ((126.89806721133614 37.50724272068957, 126.899198606939 37.50724848077296, 126.89920583044339 37.50634716482652, 126.89807444844143 37.50634140492956, 126.89806721133614 37.50724272068957))"
다사466454,"POLYGON ((126.8958044210981 37.50723116801566, 126.89693581605565 37.507236949770466, 126.89694306676182 37.506335634197235, 126.89581168540518 37.506329852629555, 126.8958044210981 37.50723116801566))"
다사494466,"POLYGON ((126.92740097436061 37.51820479630111, 126.92853254139482 37.518210276780636, 126.92853941494357 37.517308957777715, 126.92740786151793 37.517303477475544, 126.92740097436061 37.51820479630111))"
다사495465,"POLYGON ((126.92853941494357 37.517308957777715, 126.92967096867542 37.51731442724006, 126.92967782831003 37.51641310792118, 126.92854628818618 37.51640763863584, 126.92853941494357 37.517308957777715))"
다사470486,"POLYGON ((126.90009911630406 37.53609627283096, 126.90123094809955 37.53610201718841, 126.90123815466691 37.535200705320534, 126.90010633649173 37.535194961148946, 126.90009911630406 37.53609627283096))"
다사470487,"POLYGON ((126.90009189579473 37.53699758437389, 126.90122374121117 37.5370033289172, 126.90123094809955 37.53610201718841, 126.90009911630406 37.53609627283096, 126.90009189579473 37.53699758437389))"
다사470434,"POLYGON ((126.90047413993551 37.489227880951, 126.90160526427772 37.48923361564928, 126.90161245417261 37.488332296550205, 126.90048134341923 37.488326562037564, 126.90047413993551 37.489227880951))"
다사492468,"POLYGON ((126.92512401154038 37.5199964393442, 126.92625560517928 37.52000194186018, 126.92626250655992 37.51910062349028, 126.92513092653074 37.51909512115236, 126.92512401154038 37.5199964393442))"
